what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1347413397660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347413767465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347413795282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1347414137504
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347414468175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347414474447
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347414886711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347414888686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347415133905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347415135340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347415371866
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347418111172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347418114293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347589933523
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1347589943662
stopped,bundle,org.eclipse.mylyn.ide.ant,3.7.0.v20120319-0200,"org.eclipse.mylyn.ide.ant",1347589959686
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1347589959833
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1347589959912
stopped,bundle,com.google.appengine.eclipse.datatools,2.5.2.v201202290255-rel-r36,"com.google.appengine.eclipse.datatools",1347589960008
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.6.3.v201202290255r36,"com.google.appengine.eclipse.sdkbundle",1347589960062
